机组序号	所在节点	最大出力(MW)	最小出力(MW)	上爬坡率(MW/h)	下爬坡率 (MW/h)	最小开机时间(h)	最小停机时间(h)	启动成本（元）	"初始状态(1开机,0停机)"	初始出力(MW)	初始状态持续时间(h)
543             1947             162             25             60             60             6             6             1800             0             0             6
544             1948             80             20             70             70             3             3             340             0             0             3
545             1949             85             25             70             70             3             3             520             0             0             3
546             1950             55             10             60             60             1             1             60             0             0             1
547             1951             55             10             60             60             1             1             60             0             0             1
548             1952             55             10             60             60             1             1             60             0             0             1
549             1982             455             150             70             70             8             8             9000             0             0             8
550             1983             455             150             60             60             8             8             10000             0             0             8
551             1984             130             20             70             70             5             5             1100             0             0             5
552             1985             130             20             70             70             5             5             1120             0             0             5
553             1986             162             25             60             60             6             6             1800             0             0             6
554             1987             80             20             70             70             3             3             340             0             0             3
555             1988             85             25             70             70             3             3             520             0             0             3
556             1989             55             10             60             60             1             1             60             0             0             1
557             1990             55             10             60             60             1             1             60             0             0             1
558             1991             55             10             60             60             1             1             60             0             0             1
559             2021             455             150             70             70             8             8             9000             0             0             8
560             2022             455             150             60             60             8             8             10000             0             0             8
561             2023             130             20             70             70             5             5             1100             0             0             5
562             2024             130             20             70             70             5             5             1120             0             0             5
563             2025             162             25             60             60             6             6             1800             0             0             6
564             2026             80             20             70             70             3             3             340             0             0             3
565             2027             85             25             70             70             3             3             520             0             0             3
566             2028             55             10             60             60             1             1             60             0             0             1
567             2029             55             10             60             60             1             1             60             0             0             1
568             2030             55             10             60             60             1             1             60             0             0             1
569             2060             455             150             70             70             8             8             9000             0             0             8
570             2061             455             150             60             60             8             8             10000             0             0             8
571             2062             130             20             70             70             5             5             1100             0             0             5
572             2063             130             20             70             70             5             5             1120             0             0             5
573             2064             162             25             60             60             6             6             1800             0             0             6
574             2065             80             20             70             70             3             3             340             0             0             3
575             2066             85             25             70             70             3             3             520             0             0             3
576             2067             55             10             60             60             1             1             60             0             0             1
577             2068             55             10             60             60             1             1             60             0             0             1
578             2069             55             10             60             60             1             1             60             0             0             1
579             2099             455             150             70             70             8             8             9000             0             0             8
580             2100             455             150             60             60             8             8             10000             0             0             8
581             2101             130             20             70             70             5             5             1100             0             0             5
582             2102             130             20             70             70             5             5             1120             0             0             5
583             2103             162             25             60             60             6             6             1800             0             0             6
584             2104             80             20             70             70             3             3             340             0             0             3
585             2105             85             25             70             70             3             3             520             0             0             3
586             2106             55             10             60             60             1             1             60             0             0             1
587             2107             55             10             60             60             1             1             60             0             0             1
588             2108             55             10             60             60             1             1             60             0             0             1
589             2138             455             150             70             70             8             8             9000             0             0             8
590             2139             455             150             60             60             8             8             10000             0             0             8
591             2140             130             20             70             70             5             5             1100             0             0             5
592             2141             130             20             70             70             5             5             1120             0             0             5
593             2142             162             25             60             60             6             6             1800             0             0             6
594             2143             80             20             70             70             3             3             340             0             0             3
595             2144             85             25             70             70             3             3             520             0             0             3
596             2145             55             10             60             60             1             1             60             0             0             1
597             2146             55             10             60             60             1             1             60             0             0             1
598             2147             55             10             60             60             1             1             60             0             0             1
599             2177             455             150             70             70             8             8             9000             0             0             8
600             2178             455             150             60             60             8             8             10000             0             0             8
601             2179             130             20             70             70             5             5             1100             0             0             5
602             2180             130             20             70             70             5             5             1120             0             0             5
603             2181             162             25             60             60             6             6             1800             0             0             6
604             2182             80             20             70             70             3             3             340             0             0             3
605             2183             85             25             70             70             3             3             520             0             0             3
606             2184             55             10             60             60             1             1             60             0             0             1
607             2185             55             10             60             60             1             1             60             0             0             1
608             2186             55             10             60             60             1             1             60             0             0             1
609             2216             455             150             70             70             8             8             9000             0             0             8
610             2217             455             150             60             60             8             8             10000             0             0             8
611             2218             130             20             70             70             5             5             1100             0             0             5
612             2219             130             20             70             70             5             5             1120             0             0             5
613             2220             162             25             60             60             6             6             1800             0             0             6
614             2221             80             20             70             70             3             3             340             0             0             3
615             2222             85             25             70             70             3             3             520             0             0             3
616             2223             55             10             60             60             1             1             60             0             0             1
617             2224             55             10             60             60             1             1             60             0             0             1
618             2225             55             10             60             60             1             1             60             0             0             1
619             2255             455             150             70             70             8             8             9000             0             0             8
620             2256             455             150             60             60             8             8             10000             0             0             8
621             2257             130             20             70             70             5             5             1100             0             0             5
622             2258             130             20             70             70             5             5             1120             0             0             5
623             2259             162             25             60             60             6             6             1800             0             0             6
624             2260             80             20             70             70             3             3             340             0             0             3
625             2261             85             25             70             70             3             3             520             0             0             3
626             2262             55             10             60             60             1             1             60             0             0             1
627             2263             55             10             60             60             1             1             60             0             0             1
628             2264             55             10             60             60             1             1             60             0             0             1
629             2294             455             150             70             70             8             8             9000             0             0             8
630             2295             455             150             60             60             8             8             10000             0             0             8
631             2296             130             20             70             70             5             5             1100             0             0             5
632             2297             130             20             70             70             5             5             1120             0             0             5
633             2298             162             25             60             60             6             6             1800             0             0             6
634             2299             80             20             70             70             3             3             340             0             0             3
635             2300             85             25             70             70             3             3             520             0             0             3
636             2301             55             10             60             60             1             1             60             0             0             1
637             2302             55             10             60             60             1             1             60             0             0             1
638             2303             55             10             60             60             1             1             60             0             0             1
639             2333             455             150             70             70             8             8             9000             0             0             8
640             2334             455             150             60             60             8             8             10000             0             0             8
641             2335             130             20             70             70             5             5             1100             0             0             5
642             2336             130             20             70             70             5             5             1120             0             0             5
643             2337             162             25             60             60             6             6             1800             0             0             6
644             2338             80             20             70             70             3             3             340             0             0             3
645             2339             85             25             70             70             3             3             520             0             0             3
646             2340             55             10             60             60             1             1             60             0             0             1
647             2341             55             10             60             60             1             1             60             0             0             1
648             2342             55             10             60             60             1             1             60             0             0             1
649             2372             455             150             70             70             8             8             9000             0             0             8
650             2373             455             150             60             60             8             8             10000             0             0             8
651             2374             130             20             70             70             5             5             1100             0             0             5
652             2375             130             20             70             70             5             5             1120             0             0             5
653             2376             162             25             60             60             6             6             1800             0             0             6
654             2377             80             20             70             70             3             3             340             0             0             3
655             2378             85             25             70             70             3             3             520             0             0             3
656             2379             55             10             60             60             1             1             60             0             0             1
657             2380             55             10             60             60             1             1             60             0             0             1
658             2381             55             10             60             60             1             1             60             0             0             1
659             2411             455             150             70             70             8             8             9000             0             0             8
660             2412             455             150             60             60             8             8             10000             0             0             8
661             2413             130             20             70             70             5             5             1100             0             0             5
662             2414             130             20             70             70             5             5             1120             0             0             5
663             2415             162             25             60             60             6             6             1800             0             0             6
664             2416             80             20             70             70             3             3             340             0             0             3
665             2417             85             25             70             70             3             3             520             0             0             3
666             2418             55             10             60             60             1             1             60             0             0             1
667             2419             55             10             60             60             1             1             60             0             0             1
668             2420             55             10             60             60             1             1             60             0             0             1
669             2450             455             150             70             70             8             8             9000             0             0             8
670             2451             455             150             60             60             8             8             10000             0             0             8
671             2452             130             20             70             70             5             5             1100             0             0             5
672             2453             130             20             70             70             5             5             1120             0             0             5
673             2454             162             25             60             60             6             6             1800             0             0             6
674             2455             80             20             70             70             3             3             340             0             0             3
675             2456             85             25             70             70             3             3             520             0             0             3
676             2457             55             10             60             60             1             1             60             0             0             1
677             2458             55             10             60             60             1             1             60             0             0             1
678             2459             55             10             60             60             1             1             60             0             0             1
679             2489             455             150             70             70             8             8             9000             0             0             8
680             2490             455             150             60             60             8             8             10000             0             0             8
681             2491             130             20             70             70             5             5             1100             0             0             5
682             2492             130             20             70             70             5             5             1120             0             0             5
683             2493             162             25             60             60             6             6             1800             0             0             6
684             2494             80             20             70             70             3             3             340             0             0             3
685             2495             85             25             70             70             3             3             520             0             0             3
686             2496             55             10             60             60             1             1             60             0             0             1
687             2497             55             10             60             60             1             1             60             0             0             1
688             2498             55             10             60             60             1             1             60             0             0             1
689             2528             455             150             70             70             8             8             9000             0             0             8
690             2529             455             150             60             60             8             8             10000             0             0             8
691             2530             130             20             70             70             5             5             1100             0             0             5
692             2531             130             20             70             70             5             5             1120             0             0             5
693             2532             162             25             60             60             6             6             1800             0             0             6
694             2533             80             20             70             70             3             3             340             0             0             3
695             2534             85             25             70             70             3             3             520             0             0             3
696             2535             55             10             60             60             1             1             60             0             0             1
697             2536             55             10             60             60             1             1             60             0             0             1
698             2537             55             10             60             60             1             1             60             0             0             1
699             2567             455             150             70             70             8             8             9000             0             0             8
700             2568             455             150             60             60             8             8             10000             0             0             8
701             2569             130             20             70             70             5             5             1100             0             0             5
702             2570             130             20             70             70             5             5             1120             0             0             5
703             2571             162             25             60             60             6             6             1800             0             0             6
704             2572             80             20             70             70             3             3             340             0             0             3
705             2573             85             25             70             70             3             3             520             0             0             3
706             2574             55             10             60             60             1             1             60             0             0             1
707             2575             55             10             60             60             1             1             60             0             0             1
708             2576             55             10             60             60             1             1             60             0             0             1
709             2606             455             150             70             70             8             8             9000             0             0             8
710             2607             455             150             60             60             8             8             10000             0             0             8
711             2608             130             20             70             70             5             5             1100             0             0             5
712             2609             130             20             70             70             5             5             1120             0             0             5
713             2610             162             25             60             60             6             6             1800             0             0             6
714             2611             80             20             70             70             3             3             340             0             0             3
715             2612             85             25             70             70             3             3             520             0             0             3
716             2613             55             10             60             60             1             1             60             0             0             1
717             2614             55             10             60             60             1             1             60             0             0             1
718             2615             55             10             60             60             1             1             60             0             0             1
719             2645             455             150             70             70             8             8             9000             0             0             8
720             2646             455             150             60             60             8             8             10000             0             0             8
721             2647             130             20             70             70             5             5             1100             0             0             5
722             2648             130             20             70             70             5             5             1120             0             0             5
723             2649             162             25             60             60             6             6             1800             0             0             6
724             2650             80             20             70             70             3             3             340             0             0             3
725             2651             85             25             70             70             3             3             520             0             0             3
726             2652             55             10             60             60             1             1             60             0             0             1
727             2653             55             10             60             60             1             1             60             0             0             1
728             2654             55             10             60             60             1             1             60             0             0             1
729             2684             455             150             70             70             8             8             9000             0             0             8
730             2685             455             150             60             60             8             8             10000             0             0             8
731             2686             130             20             70             70             5             5             1100             0             0             5
732             2687             130             20             70             70             5             5             1120             0             0             5
733             2688             162             25             60             60             6             6             1800             0             0             6
734             2689             80             20             70             70             3             3             340             0             0             3
735             2690             85             25             70             70             3             3             520             0             0             3
736             2691             55             10             60             60             1             1             60             0             0             1
737             2692             55             10             60             60             1             1             60             0             0             1
738             2693             55             10             60             60             1             1             60             0             0             1
739             2723             455             150             70             70             8             8             9000             0             0             8
740             2724             455             150             60             60             8             8             10000             0             0             8
741             2725             130             20             70             70             5             5             1100             0             0             5
742             2726             130             20             70             70             5             5             1120             0             0             5
743             2727             162             25             60             60             6             6             1800             0             0             6
744             2728             80             20             70             70             3             3             340             0             0             3
745             2729             85             25             70             70             3             3             520             0             0             3
746             2730             55             10             60             60             1             1             60             0             0             1
747             2731             55             10             60             60             1             1             60             0             0             1
748             2732             55             10             60             60             1             1             60             0             0             1
749             2762             455             150             70             70             8             8             9000             0             0             8
750             2763             455             150             60             60             8             8             10000             0             0             8
751             2764             130             20             70             70             5             5             1100             0             0             5
752             2765             130             20             70             70             5             5             1120             0             0             5
753             2766             162             25             60             60             6             6             1800             0             0             6
754             2767             80             20             70             70             3             3             340             0             0             3
755             2768             85             25             70             70             3             3             520             0             0             3
756             2769             55             10             60             60             1             1             60             0             0             1
757             2770             55             10             60             60             1             1             60             0             0             1
758             2771             55             10             60             60             1             1             60             0             0             1
759             2801             455             150             70             70             8             8             9000             0             0             8
760             2802             455             150             60             60             8             8             10000             0             0             8
761             2803             130             20             70             70             5             5             1100             0             0             5
762             2804             130             20             70             70             5             5             1120             0             0             5
763             2805             162             25             60             60             6             6             1800             0             0             6
764             2806             80             20             70             70             3             3             340             0             0             3
765             2807             85             25             70             70             3             3             520             0             0             3
766             2808             55             10             60             60             1             1             60             0             0             1
767             2809             55             10             60             60             1             1             60             0             0             1
768             2810             55             10             60             60             1             1             60             0             0             1
769             2840             455             150             70             70             8             8             9000             0             0             8
770             2841             455             150             60             60             8             8             10000             0             0             8
771             2842             130             20             70             70             5             5             1100             0             0             5
772             2843             130             20             70             70             5             5             1120             0             0             5
773             2844             162             25             60             60             6             6             1800             0             0             6
774             2845             80             20             70             70             3             3             340             0             0             3
775             2846             85             25             70             70             3             3             520             0             0             3
776             2847             55             10             60             60             1             1             60             0             0             1
777             2848             55             10             60             60             1             1             60             0             0             1
778             2849             55             10             60             60             1             1             60             0             0             1
779             2879             455             150             70             70             8             8             9000             0             0             8
780             2880             455             150             60             60             8             8             10000             0             0             8
781             2881             130             20             70             70             5             5             1100             0             0             5
782             2882             130             20             70             70             5             5             1120             0             0             5
783             2883             162             25             60             60             6             6             1800             0             0             6
784             2884             80             20             70             70             3             3             340             0             0             3
785             2885             85             25             70             70             3             3             520             0             0             3
786             2886             55             10             60             60             1             1             60             0             0             1
787             2887             55             10             60             60             1             1             60             0             0             1
788             2888             55             10             60             60             1             1             60             0             0             1
789             2918             455             150             70             70             8             8             9000             0             0             8
790             2919             455             150             60             60             8             8             10000             0             0             8
791             2920             130             20             70             70             5             5             1100             0             0             5
792             2921             130             20             70             70             5             5             1120             0             0             5
793             2922             162             25             60             60             6             6             1800             0             0             6
794             2923             80             20             70             70             3             3             340             0             0             3
795             2924             85             25             70             70             3             3             520             0             0             3
796             2925             55             10             60             60             1             1             60             0             0             1
797             2926             55             10             60             60             1             1             60             0             0             1
798             2927             55             10             60             60             1             1             60             0             0             1
799             2957             455             150             70             70             8             8             9000             0             0             8
800             2958             455             150             60             60             8             8             10000             0             0             8
801             2959             130             20             70             70             5             5             1100             0             0             5
802             2960             130             20             70             70             5             5             1120             0             0             5
803             2961             162             25             60             60             6             6             1800             0             0             6
804             2962             80             20             70             70             3             3             340             0             0             3
805             2963             85             25             70             70             3             3             520             0             0             3
806             2964             55             10             60             60             1             1             60             0             0             1
807             2965             55             10             60             60             1             1             60             0             0             1
808             2966             55             10             60             60             1             1             60             0             0             1
