机组序号	所在节点	最大出力(MW)	最小出力(MW)	上爬坡率(MW/h)	下爬坡率 (MW/h)	最小开机时间(h)	最小停机时间(h)	启动成本（元）	"初始状态(1开机,0停机)"	初始出力(MW)	初始状态持续时间(h)
297             655             420             168             1000             1000             10             10             9000             0             1             20
298             656             420             168             1000             1000             10             10             10000             0             1             20
299             659             300             120             1000             1000             10             10             9000             0             0             15
300             660             80             32             1000             1000             4             4             4800             0             0             4
301             662             30             12             1000             1000             1             1             340             0             0             1
302             663             30             12             1000             1000             1             1             340             0             0             1
303             664             20             8             1000             1000             1             1             340             0             0             1
304             666             100             40             1000             1000             5             5             3800             0             0             5
305             667             100             40             1000             1000             5             5             3800             0             1             5
306             670             500             200             1000             1000             10             10             10000             0             1             24
307             672             100             40             1000             1000             5             5             3800             0             0             5
308             675             30             12             1000             1000             1             1             340             0             0             1
309             677             650             260             1000             1000             10             10             10000             0             1             24
310             679             500             200             1000             1000             10             10             10000             0             1             24
311             680             20             8             1000             1000             1             1             340             0             0             1
312             681             50             20             1000             1000             1             1             340             0             0             1
313             682             300             120             1000             1000             8             8             1120             0             1             15
314             689             300             120             1000             1000             8             8             1800             0             1             15
315             690             300             120             1000             1000             8             8             1800             0             1             15
316             693             20             8             1000             1000             1             1             340             0             0             1
317             694             100             40             1000             1000             5             5             3800             0             0             5
318             695             100             40             1000             1000             5             5             3800             0             0             5
319             697             20             8             1000             1000             1             1             340             0             0             1
320             700             50             20             1000             1000             2             2             60             0             0             2
321             701             100             40             1000             1000             5             5             3800             0             0             5
322             702             100             40             1000             1000             5             5             3800             0             0             5
323             703             100             40             1000             1000             5             5             3800             0             0             5
324             706             100             40             1000             1000             2             2             60             0             0             2
325             738             455             150             70             70             8             8             9000             0             0             8
326             739             455             150             60             60             8             8             10000             0             0             8
327             740             130             20             70             70             5             5             1100             0             0             5
328             741             130             20             70             70             5             5             1120             0             0             5
329             742             162             25             60             60             6             6             1800             0             0             6
330             743             80             20             70             70             3             3             340             0             0             3
331             744             85             25             70             70             3             3             520             0             0             3
332             745             55             10             60             60             1             1             60             0             0             1
333             746             55             10             60             60             1             1             60             0             0             1
334             747             55             10             60             60             1             1             60             0             0             1
335             777             455             150             70             70             8             8             9000             0             0             8
336             778             455             150             60             60             8             8             10000             0             0             8
337             779             130             20             70             70             5             5             1100             0             0             5
338             780             130             20             70             70             5             5             1120             0             0             5
339             781             162             25             60             60             6             6             1800             0             0             6
340             782             80             20             70             70             3             3             340             0             0             3
341             783             85             25             70             70             3             3             520             0             0             3
342             784             55             10             60             60             1             1             60             0             0             1
343             785             55             10             60             60             1             1             60             0             0             1
344             786             55             10             60             60             1             1             60             0             0             1
345             816             455             150             70             70             8             8             9000             0             0             8
346             817             455             150             60             60             8             8             10000             0             0             8
347             818             130             20             70             70             5             5             1100             0             0             5
348             819             130             20             70             70             5             5             1120             0             0             5
349             820             162             25             60             60             6             6             1800             0             0             6
350             821             80             20             70             70             3             3             340             0             0             3
351             822             85             25             70             70             3             3             520             0             0             3
352             823             55             10             60             60             1             1             60             0             0             1
353             824             55             10             60             60             1             1             60             0             0             1
354             825             55             10             60             60             1             1             60             0             0             1
355             855             455             150             70             70             8             8             9000             0             0             8
356             856             455             150             60             60             8             8             10000             0             0             8
357             857             130             20             70             70             5             5             1100             0             0             5
358             858             130             20             70             70             5             5             1120             0             0             5
359             859             162             25             60             60             6             6             1800             0             0             6
360             860             80             20             70             70             3             3             340             0             0             3
361             861             85             25             70             70             3             3             520             0             0             3
362             862             55             10             60             60             1             1             60             0             0             1
363             863             55             10             60             60             1             1             60             0             0             1
364             864             55             10             60             60             1             1             60             0             0             1
365             894             455             150             70             70             8             8             9000             0             0             8
366             895             455             150             60             60             8             8             10000             0             0             8
367             896             130             20             70             70             5             5             1100             0             0             5
368             897             130             20             70             70             5             5             1120             0             0             5
369             898             162             25             60             60             6             6             1800             0             0             6
370             899             80             20             70             70             3             3             340             0             0             3
371             900             85             25             70             70             3             3             520             0             0             3
372             901             55             10             60             60             1             1             60             0             0             1
373             902             55             10             60             60             1             1             60             0             0             1
374             903             55             10             60             60             1             1             60             0             0             1
375             933             455             150             70             70             8             8             9000             0             0             8
376             934             455             150             60             60             8             8             10000             0             0             8
377             935             130             20             70             70             5             5             1100             0             0             5
378             936             130             20             70             70             5             5             1120             0             0             5
379             937             162             25             60             60             6             6             1800             0             0             6
380             938             80             20             70             70             3             3             340             0             0             3
381             939             85             25             70             70             3             3             520             0             0             3
382             940             55             10             60             60             1             1             60             0             0             1
383             941             55             10             60             60             1             1             60             0             0             1
384             942             55             10             60             60             1             1             60             0             0             1
385             972             455             150             70             70             8             8             9000             0             0             8
386             973             455             150             60             60             8             8             10000             0             0             8
387             974             130             20             70             70             5             5             1100             0             0             5
388             975             130             20             70             70             5             5             1120             0             0             5
389             976             162             25             60             60             6             6             1800             0             0             6
390             977             80             20             70             70             3             3             340             0             0             3
391             978             85             25             70             70             3             3             520             0             0             3
392             979             55             10             60             60             1             1             60             0             0             1
393             980             55             10             60             60             1             1             60             0             0             1
394             981             55             10             60             60             1             1             60             0             0             1
395             1011             455             150             70             70             8             8             9000             0             0             8
396             1012             455             150             60             60             8             8             10000             0             0             8
397             1013             130             20             70             70             5             5             1100             0             0             5
398             1014             130             20             70             70             5             5             1120             0             0             5
399             1015             162             25             60             60             6             6             1800             0             0             6
400             1016             80             20             70             70             3             3             340             0             0             3
401             1017             85             25             70             70             3             3             520             0             0             3
402             1018             55             10             60             60             1             1             60             0             0             1
403             1019             55             10             60             60             1             1             60             0             0             1
404             1020             55             10             60             60             1             1             60             0             0             1
405             1050             455             150             70             70             8             8             9000             0             0             8
406             1051             455             150             60             60             8             8             10000             0             0             8
407             1052             130             20             70             70             5             5             1100             0             0             5
408             1053             130             20             70             70             5             5             1120             0             0             5
409             1054             162             25             60             60             6             6             1800             0             0             6
410             1055             80             20             70             70             3             3             340             0             0             3
411             1056             85             25             70             70             3             3             520             0             0             3
412             1057             55             10             60             60             1             1             60             0             0             1
413             1058             55             10             60             60             1             1             60             0             0             1
414             1059             55             10             60             60             1             1             60             0             0             1
415             1089             455             150             70             70             8             8             9000             0             0             8
416             1090             455             150             60             60             8             8             10000             0             0             8
417             1091             130             20             70             70             5             5             1100             0             0             5
418             1092             130             20             70             70             5             5             1120             0             0             5
419             1093             162             25             60             60             6             6             1800             0             0             6
420             1094             80             20             70             70             3             3             340             0             0             3
421             1095             85             25             70             70             3             3             520             0             0             3
422             1096             55             10             60             60             1             1             60             0             0             1
423             1097             55             10             60             60             1             1             60             0             0             1
424             1098             55             10             60             60             1             1             60             0             0             1
425             1128             455             150             70             70             8             8             9000             0             0             8
426             1129             455             150             60             60             8             8             10000             0             0             8
427             1130             130             20             70             70             5             5             1100             0             0             5
428             1131             130             20             70             70             5             5             1120             0             0             5
429             1132             162             25             60             60             6             6             1800             0             0             6
430             1133             80             20             70             70             3             3             340             0             0             3
431             1134             85             25             70             70             3             3             520             0             0             3
432             1135             55             10             60             60             1             1             60             0             0             1
433             1136             55             10             60             60             1             1             60             0             0             1
434             1137             55             10             60             60             1             1             60             0             0             1
435             1167             455             150             70             70             8             8             9000             0             0             8
436             1168             455             150             60             60             8             8             10000             0             0             8
437             1169             130             20             70             70             5             5             1100             0             0             5
438             1170             130             20             70             70             5             5             1120             0             0             5
439             1171             162             25             60             60             6             6             1800             0             0             6
440             1172             80             20             70             70             3             3             340             0             0             3
441             1173             85             25             70             70             3             3             520             0             0             3
442             1174             55             10             60             60             1             1             60             0             0             1
443             1175             55             10             60             60             1             1             60             0             0             1
444             1176             55             10             60             60             1             1             60             0             0             1
445             1206             455             150             70             70             8             8             9000             0             0             8
446             1207             455             150             60             60             8             8             10000             0             0             8
447             1208             130             20             70             70             5             5             1100             0             0             5
448             1209             130             20             70             70             5             5             1120             0             0             5
449             1210             162             25             60             60             6             6             1800             0             0             6
450             1211             80             20             70             70             3             3             340             0             0             3
451             1212             85             25             70             70             3             3             520             0             0             3
452             1213             55             10             60             60             1             1             60             0             0             1
453             1214             55             10             60             60             1             1             60             0             0             1
454             1215             55             10             60             60             1             1             60             0             0             1
455             1245             455             150             70             70             8             8             9000             0             0             8
456             1246             455             150             60             60             8             8             10000             0             0             8
457             1247             130             20             70             70             5             5             1100             0             0             5
458             1248             130             20             70             70             5             5             1120             0             0             5
459             1249             162             25             60             60             6             6             1800             0             0             6
460             1250             80             20             70             70             3             3             340             0             0             3
461             1251             85             25             70             70             3             3             520             0             0             3
462             1252             55             10             60             60             1             1             60             0             0             1
463             1253             55             10             60             60             1             1             60             0             0             1
464             1254             55             10             60             60             1             1             60             0             0             1
465             1284             455             150             70             70             8             8             9000             0             0             8
466             1285             455             150             60             60             8             8             10000             0             0             8
467             1286             130             20             70             70             5             5             1100             0             0             5
468             1287             130             20             70             70             5             5             1120             0             0             5
469             1288             162             25             60             60             6             6             1800             0             0             6
470             1289             80             20             70             70             3             3             340             0             0             3
471             1290             85             25             70             70             3             3             520             0             0             3
472             1291             55             10             60             60             1             1             60             0             0             1
473             1292             55             10             60             60             1             1             60             0             0             1
474             1293             55             10             60             60             1             1             60             0             0             1
475             1323             455             150             70             70             8             8             9000             0             0             8
476             1324             455             150             60             60             8             8             10000             0             0             8
477             1325             130             20             70             70             5             5             1100             0             0             5
478             1326             130             20             70             70             5             5             1120             0             0             5
479             1327             162             25             60             60             6             6             1800             0             0             6
480             1328             80             20             70             70             3             3             340             0             0             3
481             1329             85             25             70             70             3             3             520             0             0             3
482             1330             55             10             60             60             1             1             60             0             0             1
483             1331             55             10             60             60             1             1             60             0             0             1
484             1332             55             10             60             60             1             1             60             0             0             1
485             1362             455             150             70             70             8             8             9000             0             0             8
486             1363             455             150             60             60             8             8             10000             0             0             8
487             1364             130             20             70             70             5             5             1100             0             0             5
488             1365             130             20             70             70             5             5             1120             0             0             5
489             1366             162             25             60             60             6             6             1800             0             0             6
490             1367             80             20             70             70             3             3             340             0             0             3
491             1368             85             25             70             70             3             3             520             0             0             3
492             1369             55             10             60             60             1             1             60             0             0             1
493             1370             55             10             60             60             1             1             60             0             0             1
494             1371             55             10             60             60             1             1             60             0             0             1
495             1401             455             150             70             70             8             8             9000             0             0             8
496             1402             455             150             60             60             8             8             10000             0             0             8
497             1403             130             20             70             70             5             5             1100             0             0             5
498             1404             130             20             70             70             5             5             1120             0             0             5
499             1405             162             25             60             60             6             6             1800             0             0             6
500             1406             80             20             70             70             3             3             340             0             0             3
501             1407             85             25             70             70             3             3             520             0             0             3
502             1408             55             10             60             60             1             1             60             0             0             1
503             1409             55             10             60             60             1             1             60             0             0             1
504             1410             55             10             60             60             1             1             60             0             0             1
505             1440             455             150             70             70             8             8             9000             0             0             8
506             1441             455             150             60             60             8             8             10000             0             0             8
507             1442             130             20             70             70             5             5             1100             0             0             5
508             1443             130             20             70             70             5             5             1120             0             0             5
509             1444             162             25             60             60             6             6             1800             0             0             6
510             1445             80             20             70             70             3             3             340             0             0             3
511             1446             85             25             70             70             3             3             520             0             0             3
512             1447             55             10             60             60             1             1             60             0             0             1
513             1448             55             10             60             60             1             1             60             0             0             1
514             1449             55             10             60             60             1             1             60             0             0             1
515             1479             455             150             70             70             8             8             9000             0             0             8
516             1480             455             150             60             60             8             8             10000             0             0             8
517             1481             130             20             70             70             5             5             1100             0             0             5
518             1482             130             20             70             70             5             5             1120             0             0             5
519             1483             162             25             60             60             6             6             1800             0             0             6
520             1484             80             20             70             70             3             3             340             0             0             3
521             1485             85             25             70             70             3             3             520             0             0             3
522             1486             55             10             60             60             1             1             60             0             0             1
523             1487             55             10             60             60             1             1             60             0             0             1
524             1488             55             10             60             60             1             1             60             0             0             1
525             1518             455             150             70             70             8             8             9000             0             0             8
526             1519             455             150             60             60             8             8             10000             0             0             8
527             1520             130             20             70             70             5             5             1100             0             0             5
528             1521             130             20             70             70             5             5             1120             0             0             5
529             1522             162             25             60             60             6             6             1800             0             0             6
530             1523             80             20             70             70             3             3             340             0             0             3
531             1524             85             25             70             70             3             3             520             0             0             3
532             1525             55             10             60             60             1             1             60             0             0             1
533             1526             55             10             60             60             1             1             60             0             0             1
534             1527             55             10             60             60             1             1             60             0             0             1
535             1557             455             150             70             70             8             8             9000             0             0             8
536             1558             455             150             60             60             8             8             10000             0             0             8
537             1559             130             20             70             70             5             5             1100             0             0             5
538             1560             130             20             70             70             5             5             1120             0             0             5
539             1561             162             25             60             60             6             6             1800             0             0             6
540             1562             80             20             70             70             3             3             340             0             0             3
541             1563             85             25             70             70             3             3             520             0             0             3
542             1564             55             10             60             60             1             1             60             0             0             1
543             1565             55             10             60             60             1             1             60             0             0             1
544             1566             55             10             60             60             1             1             60             0             0             1
545             1596             455             150             70             70             8             8             9000             0             0             8
546             1597             455             150             60             60             8             8             10000             0             0             8
547             1598             130             20             70             70             5             5             1100             0             0             5
548             1599             130             20             70             70             5             5             1120             0             0             5
549             1600             162             25             60             60             6             6             1800             0             0             6
550             1601             80             20             70             70             3             3             340             0             0             3
551             1602             85             25             70             70             3             3             520             0             0             3
552             1603             55             10             60             60             1             1             60             0             0             1
553             1604             55             10             60             60             1             1             60             0             0             1
554             1605             55             10             60             60             1             1             60             0             0             1
555             1635             455             150             70             70             8             8             9000             0             0             8
556             1636             455             150             60             60             8             8             10000             0             0             8
557             1637             130             20             70             70             5             5             1100             0             0             5
558             1638             130             20             70             70             5             5             1120             0             0             5
559             1639             162             25             60             60             6             6             1800             0             0             6
560             1640             80             20             70             70             3             3             340             0             0             3
561             1641             85             25             70             70             3             3             520             0             0             3
562             1642             55             10             60             60             1             1             60             0             0             1
563             1643             55             10             60             60             1             1             60             0             0             1
564             1644             55             10             60             60             1             1             60             0             0             1
